"publication_title"	"print_identifier"	"online_identifier"	"date_first_issue_online"	"num_first_vol_online"	"num_first_issue_online"	"date_last_issue_online"	"num_last_vol_online"	"num_last_issue_online"	"title_url"	"first_author"	"title_id"	"embargo_info"	"coverage_depth"	"notes"	"publisher_name"	"publication_type"	"date_monograph_published_print"	"date_monograph_published_online"	"monograph_volume"	"monograph_edition"	"first_editor"	"parent_publication_title_id"	"preceding_publication_title_id"	"access_type"	"OCLC_Control_Number"
"Fiber Orientation Tensors and Mean Field Homogenization : Application to Sheet Molding Compound"	"9783731512622"	"10.5445/KSP/1000152989"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/61612/1/fiber-orientation-tensors-and-mean-field-homogenization-application-to-sheet-molding-compound.pdf"	"Bauer, Julian Karl"	"20.500.12657/61612"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-sa/4.0/"	"KIT Scientific Publishing"	"monograph"	"2023"	"2023-03-06T10:59:54Z"	"22"	""	""	""	""	"F"	""
"Integrated optical sensors on the Si₃N₄-organic hybrid (SiNOH) platform"	"9783731512288"	"10.5445/KSP/1000149433"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/61696/1/integrated-optical-sensors-on-the-si3n4-organic-hybrid-sinoh-platform.pdf"	"Kohler, Daria"	"20.500.12657/61696"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-sa/4.0/"	"KIT Scientific Publishing"	"monograph"	"2023"	"2023-03-14T13:39:36Z"	"27"	""	""	""	""	"F"	""
"OCM 2023 : 6th International Conference on Optical Characterization of Materials : Conference Proceedings March 22nd – 23rd, 2023 Karlsruhe | Germany"	"9783731512745"	"10.5445/KSP/1000155014"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63207/1/ocm-2023-optical-characterization-of-materials-conference-proceedings.pdf"	""	"20.500.12657/63207"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-sa/4.0/"	"KIT Scientific Publishing"	"monograph"	"2023"	"2023-06-05T12:31:13Z"	""	""	"Beyerer, Jürgen"	""	""	"F"	""
"Reservoir quality controls and reservoir modelling of continental to transitional shallow marine sedimentary basins of Southern Nigeria"	"9783731512875"	"10.5445/KSP/1000156506"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63457/1/reservoir-quality-controls-and-reservoir-modelling-of-continental-to-transitional-shallow-marine-sedimentary-basins-of-southern-nigeria.pdf"	"Adamolekun, Olajide Jonathan"	"20.500.12657/63457"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-sa/4.0/"	"KIT Scientific Publishing"	"monograph"	"2023"	"2023-06-19T09:47:45Z"	""	""	""	""	""	"F"	""
"Decentralized Scheduling of Discrete Production Systems with Limited Buffers"	"9783731512929"	"10.5445/KSP/1000157036"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63456/1/decentralized-scheduling-of-discrete-production-systems-with-limited-buffers.pdf"	"Zimmermann, Olaf"	"20.500.12657/63456"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by/4.0/"	"KIT Scientific Publishing"	"monograph"	"2023"	"2023-06-19T09:44:28Z"	"35"	""	""	""	""	"F"	""
"Transactive Control of Coupled Electric Power and District Heating Networks"	"9783731512769"	"10.5445/KSP/1000155178"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63733/1/transactive-control-of-coupled-electric-power-and-district-heating-networks.pdf"	"Maurer, Jona"	"20.500.12657/63733"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-sa/4.0/"	"KIT Scientific Publishing"	"monograph"	"2023"	"2023-07-03T14:02:04Z"	"21"	""	""	""	""	"F"	""
"A computational multi-scale approach for brittle materials"	"9783731512851"	"10.5445/KSP/1000156458"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/62534/1/a-computational-multi-scale-approach-for-brittle-materials.pdf"	"Ernesti, Felix"	"20.500.12657/62534"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-sa/4.0/"	"KIT Scientific Publishing"	"monograph"	"2023"	"2023-04-24T11:16:28Z"	"24"	""	""	""	""	"F"	""
"Multiscale Cohort Modeling of Atrial Electrophysiology : Risk Stratification for Atrial Fibrillation through Machine Learning on Electrocardiograms"	"9783731512813"	"10.5445/KSP/1000155927"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/62899/1/multiscale-cohort-modeling-of-atrial-electrophysiology-risk-stratification-for-atrial-fibrillation-through-machine-learning-on-electrocardiograms.pdf"	"Nagel, Claudia"	"20.500.12657/62899"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-sa/4.0/"	"KIT Scientific Publishing"	"monograph"	"2023"	"2023-05-02T14:43:52Z"	"25"	""	""	""	""	"F"	""
"Proceedings of the 15th International Workshop on Beryllium Technology (BeWS-15) : September, 14-15, 2022, Karlsruhe, Germany"	"9783731512844"	"10.5445/KSP/1000156312"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63853/1/proceedings-of-the-15th-international-workshop-on-beryllium-technology-bews-15-september-14-15-2022-karlsruhe-germany.pdf"	""	"20.500.12657/63853"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by/4.0/"	"KIT Scientific Publishing"	"monograph"	"2023"	"2023-07-10T11:10:48Z"	"186"	""	"Vladimirov, Pavel"	""	""	"F"	""
"Deep material networks for efficient scale-bridging in thermomechanical simulations of solids"	"9783731512783"	"10.5445/KSP/1000155688"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/76126/1/deep-material-networks-for-efficient-scale-bridging-in-thermomechanical-simulations-of-solids.pdf"	"Gajek, Sebastian"	"20.500.12657/76126"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-sa/4.0/"	"KIT Scientific Publishing"	"monograph"	"2023"	"2023-09-04T12:19:03Z"	"26"	""	""	""	""	"F"	""
"Open Book in Ways of Water"	"9781685711399; 9781685711382"	"10.53288/0454.1.00"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63897/1/0454.1.00.pdf"	"Wolfond, Adam"	"20.500.12657/63897"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-sa/4.0/"	"punctum books"	"monograph"	"2023"	"2023-07-14T08:08:52Z"	""	""	""	""	""	"F"	""
"Building Smart, Resilient and Sustainable Infrastructure in Developing Countries"	"9781000883312; 9781032351070; 9781003325321; 9781032351087"	"10.1201/9781003325321"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/62233/1/9781000883312.pdf"	""	"20.500.12657/62233"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Taylor & Francis"	"monograph"	"2023"	"2023-04-03T09:24:27Z"	""	""	"MUSONDA, INNOCENT"	""	""	"F"	""
"Advances in Frontier Research on Engineering Structures"	"9789811986574; 9789811986574"	"10.1007/978-981-19-8657-4"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/61857/1/978-981-19-8657-4.pdf"	""	"20.500.12657/61857"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-03-17T15:20:10Z"	"286"	""	"Yang, Yang"	""	""	"F"	""
"Proceedings of the 9th International Conference on Civil Engineering"	"9789819925322; 9789819925322; 9789819925315"	"10.1007/978-981-99-2532-2"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63916/1/978-981-99-2532-2.pdf"	""	"20.500.12657/63916"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-07-14T15:41:04Z"	"327"	""	"Feng, Guangliang"	""	""	"F"	""
"Nanotechnology in Construction for Circular Economy : Proceedings of NICOM7, 31 October–02 November, 2022, Melbourne, Australia"	"9789819933303; 9789819933303; 9789819933297"	"10.1007/978-981-99-3330-3"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/75441/1/978-981-99-3330-3.pdf"	""	"20.500.12657/75441"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-08-14T15:57:46Z"	"356"	""	"Duan, Wenhui"	""	""	"F"	""
"Fast Dense Depth Estimation from UAV-borne Aerial Imagery for the Assistance of Emergency Forces"	"9783731512295"	"10.5445/KSP/1000149436"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/60668/1/fast-dense-depth-estimation-from-uav-borne-aerial-imagery-for-the-assistance-of-emergency-forces.pdf"	"Ruf, Boitumelo"	"20.500.12657/60668"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-sa/4.0/"	"KIT Scientific Publishing"	"monograph"	"2023"	"2023-01-16T10:14:00Z"	""	""	""	""	""	"F"	""
"EAS Elements for Solid Mechanics : Mesh Distortion Insensitive and Hourglassing-Free Formulations with Increased Robustness"	"9783731512714"	"10.5445/KSP/1000154549"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/62300/1/eas-elements-for-solid-mechanics-mesh-distortion-insensitive-and-hourglassing-free-formulations-with-increased-robustness.pdf"	"Pfefferkorn, Robin"	"20.500.12657/62300"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-sa/4.0/"	"KIT Scientific Publishing"	"monograph"	"2023"	"2023-04-07T10:00:49Z"	"10"	""	""	""	""	"F"	""
"In Situ Characterization and Modelling of Drying Dynamics for Scalable Printing of Hybrid Perovskite Photovoltaics"	"9783731512554"	"10.5445/KSP/1000152603"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/62288/1/9783731512554.pdf"	"Ternes, Simon"	"20.500.12657/62288"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by/4.0/"	"KIT Scientific Publishing"	"monograph"	"2023"	"2023-04-06T07:52:52Z"	"45"	""	""	""	""	"F"	""
"New Type of sub-THz Oscillator and Amplifier Systems Based on Helical-Type Gyro-TWTs"	"9783731512509"	"10.5445/KSP/1000151835"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/60998/1/new-type-of-sub-thz-oscillator-and-amplifier-systems-based-on-helical-type-gyro-twts.pdf"	"Marek, Alexander"	"20.500.12657/60998"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-sa/4.0/"	"KIT Scientific Publishing"	"monograph"	"2023"	"2023-01-30T09:40:53Z"	"16"	""	""	""	""	"F"	""
"Hybrid photonic assemblies based on 3D-printed coupling structures"	"9783731512738"	"10.5445/KSP/1000154744"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/62898/1/hybrid-photonic-assemblies-based-on-3d-printed-coupling-structures.pdf"	"Xu, Yilin"	"20.500.12657/62898"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-sa/4.0/"	"KIT Scientific Publishing"	"monograph"	"2023"	"2023-05-02T14:39:21Z"	"28"	""	""	""	""	"F"	""
"Local Communities and the Mining Industry : Economic Potential and Social and Environmental Responsibilities"	"9781000872903; 9781032022130; 9781003182375; 9781032022154"	"10.4324/9781003182375"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63049/1/9781000872903.pdf"	""	"20.500.12657/63049"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Taylor & Francis"	"monograph"	"2023"	"2023-05-22T13:28:44Z"	""	""	"Brunet, Nicolas D."	""	""	"F"	""
"3rd International Conference on Thermal Issues in Machine Tools (ICTIMT2023)"	"9783031344862; 9783031344862; 9783031344855"	"10.1007/978-3-031-34486-2"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63586/1/978-3-031-34486-2.pdf"	""	"20.500.12657/63586"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-06-20T10:29:47Z"	""	""	"Ihlenfeldt, Steffen"	""	""	"F"	""
"Annals of Scientific Society for Assembly, Handling and Industrial Robotics 2022"	"9783031100710; 9783031100710; 9783031100703"	"10.1007/978-3-031-10071-0"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63926/1/978-3-031-10071-0.pdf"	""	"20.500.12657/63926"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-07-14T15:41:28Z"	""	""	"Schüppstuhl, Thorsten"	""	""	"F"	""
"The Return of Malthus : Environmentalism and Post-war Population–Resource Crises"	"9781912186730; 9781912186747"	"10.3197/63811987103618.book"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63364/1/external_content.pdf"	""	"20.500.12657/63364"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"The White Horse Press"	"monograph"	"2023"	"2023-06-07T05:45:26Z"	""	""	"Linnér, Björn-Ola"	""	""	"F"	""
"The Digital Playbook : A Practitioner’s Guide to Smart, Connected Products and Solutions with AIoT"	"9783030882211; 9783030882211; 9783030882204"	"10.1007/978-3-030-88221-1"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/75363/1/978-3-030-88221-1.pdf"	""	"20.500.12657/75363"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-08-14T15:53:55Z"	""	""	"Slama, Dirk"	""	""	"F"	""
"5G and Beyond"	"9789819936687; 9789819936687; 9789819936670"	"10.1007/978-981-99-3668-7"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/76277/1/978-981-99-3668-7.pdf"	""	"20.500.12657/76277"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-09-13T19:48:24Z"	""	""	"Bhushan, Bharat"	""	""	"F"	""
"Sine Cosine Algorithm for Optimization"	"9789811997228; 9789811997228"	"10.1007/978-981-19-9722-8"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/61329/1/978-981-19-9722-8.pdf"	"Bansal, Jagdish Chand"	"20.500.12657/61329"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-02-13T17:28:26Z"	""	""	""	""	""	"F"	""
"How Britain Loves the NHS : Practices of Care and Contestation"	"9781447368892; 9781449368885; 9781447368878"	"10.47674/9781447368892"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63402/1/9781447368892.pdf; https://library.oapen.org/bitstream/20.500.12657/63402/2/9781447368885.epub"	"Stewart, Ellen A."	"20.500.12657/63402"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/; https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Policy Press"	"monograph"	"2023"	"2023-06-07T10:17:08Z"	""	""	""	""	""	"F"	""
"Healthcare and Disease Burden in Africa : The Impact of Socioeconomic Factors on Public Health"	"9783031197192; 9783031197192; 9783031197185"	"10.1007/978-3-031-19719-2"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/62381/1/978-3-031-19719-2.pdf"	"Niohuru, Ilha"	"20.500.12657/62381"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-04-13T14:03:18Z"	""	""	""	""	""	"F"	""
"Branes and DAHA Representations"	"9783031281549; 9783031281549; 9783031281532"	"10.1007/978-3-031-28154-9"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/76224/1/978-3-031-28154-9.pdf"	"Gukov, Sergei"	"20.500.12657/76224"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-09-13T19:45:43Z"	"48"	""	""	""	""	"F"	""
"Embracing New Perspectives in History, Social Sciences, and Education : Proceedings of the International Conference on History, Social Sciences, and Education (ICHSE 2021), Malang, Indonesia, 11 September 2021"	"9781000635966; 9781000635966; 9781003295273; 9781032280882; 9781032280875"	"10.1201/9781003295273"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/57593/1/9781000635966.pdf"	""	"20.500.12657/57593"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by-nc-nd/4.0"	"Taylor & Francis"	"monograph"	"2023"	"2022-07-22T12:07:41Z"	""	""	"Ridhoi, Ronal"	""	""	"F"	""
"Improving Assessment and Evaluation Strategies on Online Learning : Proceedings of the 5th International Conference on Learning Innovation (ICLI 2021), Malang, Indonesia, 29 July 2021"	"9781000644173; 9781000644173; 9781032198903; 9781032198941; 9781003261346"	"10.1201/9781003261346"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/57592/1/9781000644173.pdf"	""	"20.500.12657/57592"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by-nc-nd/4.0"	"Taylor & Francis"	"monograph"	"2023"	"2022-07-22T12:07:39Z"	""	""	"Wonorahardjo, Surjani"	""	""	"F"	""
"A Macroeconometric Model for Saudi Arabia : A Case Study on the World’s Largest Oil Exporter"	"9783031122750; 9783031122750"	"10.1007/978-3-031-12275-0"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/60812/1/978-3-031-12275-0.pdf"	"Hasanov, Fakhri J."	"20.500.12657/60812"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-01-20T16:54:03Z"	""	""	""	""	""	"F"	""
"Digitisation and Low-Carbon Energy Transitions"	"9783031167089; 9783031167089"	"10.1007/978-3-031-16708-9"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/60852/1/978-3-031-16708-9.pdf"	""	"20.500.12657/60852"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-01-20T16:54:54Z"	""	""	"Sareen, Siddharth"	""	""	"F"	""
"Climate Change in Central Asia : Decarbonization, Energy Transition and Climate Policy"	"9783031298318; 9783031298318; 9783031298301"	"10.1007/978-3-031-29831-8"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63009/1/978-3-031-29831-8.pdf"	""	"20.500.12657/63009"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-05-16T15:06:52Z"	""	""	"Sabyrbekov, Rahat"	""	""	"F"	""
"Mount Sacred : A Brief Global History of Holy Mountains Since 1500"	"9781912186723; 9781912186716"	"10.3197/63817505877903.book"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63283/1/external_content.pdf"	"Mathieu, Jon"	"20.500.12657/63283"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"The White Horse Press"	"monograph"	"2023"	"2023-06-07T05:35:43Z"	""	""	""	""	""	"F"	""
"Reconstructing the Future : Cities as Carbon Sinks"	"9783035627015; 9783035627015; 9783035626971"	"10.1515/9783035627015"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63841/1/9783035627015.pdf"	""	"20.500.12657/63841"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by-nc-nd/4.0/"	"De Gruyter"	"monograph"	"2023"	"2023-07-06T13:06:11Z"	""	""	"Earth, Bauhaus"	""	""	"F"	""
"Safety in the Digital Age : Sociotechnical Perspectives on Algorithms and Machine Learning"	"9783031326332; 9783031326332; 9783031326325"	"10.1007/978-3-031-32633-2"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/75390/1/978-3-031-32633-2.pdf"	""	"20.500.12657/75390"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-08-14T15:55:24Z"	""	""	"Le Coze, Jean-Christophe"	""	""	"F"	""
"Modern IoT Onboarding Platforms for Advanced Applications : A Practitioner’s Guide to KIS.ME"	"9783031336232; 9783031336232; 9783031336225"	"10.1007/978-3-031-33623-2"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/75400/1/978-3-031-33623-2.pdf"	"Witczak, Marcin"	"20.500.12657/75400"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-08-14T15:55:46Z"	"476"	""	""	""	""	"F"	""
"Digitalization and Development : Ecosystem for Promoting Industrial Revolution 4.0 Technologies in Malaysia"	"9781000851380; 9781032433950; 9781003367093; 9781032433066"	"10.4324/9781003367093"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/60877/1/9781000851380.pdf"	""	"20.500.12657/60877"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Taylor & Francis"	"monograph"	"2023"	"2023-01-25T10:33:09Z"	""	""	"Rasiah, Rajah"	""	""	"F"	""
"Drylands Facing Change : Interventions, Investments and Identities"	"9781000802535; 9781003174486; 9781032005089; 9781032005102; 9781032393513"	"10.4324/9781003174486"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/61192/1/9781000802535.pdf"	""	"20.500.12657/61192"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Taylor & Francis"	"monograph"	"2023"	"2023-02-07T12:51:46Z"	""	""	"Kronenburg García, Angela"	""	""	"F"	""
"Children’s Work in African Agriculture : The Harmful and the Harmless"	"9781529226072; 9781529226065; 9781529226058"	"10.47674/9781529226072"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/62007/1/9781529226072.pdf; https://library.oapen.org/bitstream/20.500.12657/62007/2/9781529226065_EPUB.epub"	""	"20.500.12657/62007"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by/4.0/; https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Bristol University Press"	"monograph"	"2023"	"2023-03-29T11:34:18Z"	""	""	"Sumberg, James"	""	""	"F"	""
"The Soybean Through World History : Lessons for Sustainable Agrofood Systems"	"9781000903478; 9780367822866; 9781032509358; 9780367406318"	"10.4324/9780367822866"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63700/1/9781000903478.pdf"	"Baraibar, Matilda"	"20.500.12657/63700"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-sa/4.0/"	"Taylor & Francis"	"monograph"	"2023"	"2023-06-28T14:01:29Z"	""	""	""	""	""	"F"	""
"The EU-China Security Paradox : Cooperation Against All Odds?"	"9781529219654; 9781529219647; 9781529219630"	"10.47674/9781447368892"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63638/1/9781529219654.pdf; https://library.oapen.org/bitstream/20.500.12657/63638/2/9781529219647.epub"	"Gurol, Julia"	"20.500.12657/63638"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/; https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Policy Press"	"monograph"	"2023"	"2023-06-21T09:37:04Z"	""	""	""	""	""	"F"	""
"Ethnographic Causality"	"9789403429465; 9789403429472"	"10.21827/61b219bdd80d8"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/62229/1/Ethnographic%2bCausality.pdf"	"Abell, Peter"	"20.500.12657/62229"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"University of Groningen Press"	"monograph"	"2023"	"2023-03-31T11:52:29Z"	""	""	""	""	""	"F"	""
"Microbium : The Neglected Lives of Micro-matter"	"9781685711719; 9781685711702"	"10.53288/0396.1.00"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/76159/1/0396.1.00.pdf"	""	"20.500.12657/76159"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-sa/4.0/"	"punctum books"	"monograph"	"2023"	"2023-09-07T11:24:01Z"	""	""	"Jacobs, Joela"	""	""	"F"	""
"Design of Heuristic Algorithms for Hard Optimization : With Python Codes for the Travelling Salesman Problem"	"9783031137143; 9783031137143"	"10.1007/978-3-031-13714-3"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/59365/1/978-3-031-13714-3.pdf"	"Taillard, Éric D."	"20.500.12657/59365"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2022-11-18T14:20:22Z"	""	""	""	""	""	"F"	""
"Investigating Human Interaction through Mathematical Analysis : The Queue Transform"	"9781000790610; 9781032350714; 9781032350745; 9781003325161"	"10.4324/9781003325161"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/60535/1/9781000790610.pdf"	"Brintzenhofe, Kurt T."	"20.500.12657/60535"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Taylor & Francis"	"monograph"	"2023"	"2023-01-09T13:23:53Z"	""	""	""	""	""	"F"	""
"Algorithms for Sparse Linear Systems"	"9783031258206; 9783031258206; 9783031258190"	"10.1007/978-3-031-25820-6"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/62987/1/978-3-031-25820-6.pdf"	"Scott, Jennifer"	"20.500.12657/62987"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-05-16T15:06:16Z"	""	""	""	""	""	"F"	""
"Bruno Touschek 100 Years : Memorial Symposium 2021"	"9783031230424; 9783031230424; 9783031230417"	"10.1007/978-3-031-23042-4"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/62974/1/978-3-031-23042-4.pdf"	""	"20.500.12657/62974"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-05-16T15:05:57Z"	"287"	""	"Bonolis, Luisa"	""	""	"F"	""
"Evolution, Development and Ecology of Anemonefishes : Model Organisms for Marine Science"	"9781003125365; 9780367645816; 9780367645779; 9781000770964"	"10.1201/9781003125365"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/58196/1/9781000770964.pdf"	""	"20.500.12657/58196"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Taylor & Francis"	"monograph"	"2023"	"2022-09-14T09:49:53Z"	""	""	"Laudet, Vincent"	""	""	"F"	""
"Flexible Automation and Intelligent Manufacturing: The Human-Data-Technology Nexus : Proceedings of FAIM 2022, June 19–23, 2022, Detroit, Michigan, USA"	"9783031183263; 9783031183263"	"10.1007/978-3-031-18326-3"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/59387/1/978-3-031-18326-3.pdf"	""	"20.500.12657/59387"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Springer Nature"	"monograph"	"2023"	"2022-11-18T14:21:08Z"	""	""	"Kim, Kyoung-Yun"	""	""	"F"	""
"Proceedings of the 2nd International Conference on Innovative Solutions in Hydropower Engineering and Civil Engineering"	"9789819917488; 9789819917488; 9789819917471"	"10.1007/978-981-99-1748-8"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63612/1/978-981-99-1748-8.pdf"	""	"20.500.12657/63612"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-06-20T10:31:12Z"	"235"	""	"Wang, Shuren"	""	""	"F"	""
