"publication_title"	"print_identifier"	"online_identifier"	"date_first_issue_online"	"num_first_vol_online"	"num_first_issue_online"	"date_last_issue_online"	"num_last_vol_online"	"num_last_issue_online"	"title_url"	"first_author"	"title_id"	"embargo_info"	"coverage_depth"	"notes"	"publisher_name"	"publication_type"	"date_monograph_published_print"	"date_monograph_published_online"	"monograph_volume"	"monograph_edition"	"first_editor"	"parent_publication_title_id"	"preceding_publication_title_id"	"access_type"	"OCLC_Control_Number"
"Bits and Pieces : Screening Animal Life and Death"	"9780472903573; 9780472076253; 9780472056255"	"10.3998/mpub.12042218"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/62928/1/9780472903573.pdf"	"O'Brien, Sarah"	"20.500.12657/62928"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"University of Michigan Press"	"monograph"	"2023"	"2023-05-09T09:28:49Z"	""	""	""	""	""	"F"	""
"Tall, Slim & Erect : Portraits of the Presidents"	"9781685711672; 9781685711665"	"10.53288/0508.1.00"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/74700/1/0508.1.00.pdf"	"Forman, Alex"	"20.500.12657/74700"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-sa/4.0/"	"punctum books"	"monograph"	"2023"	"2023-08-02T10:08:44Z"	""	""	""	""	""	"F"	""
"Putting Responsible Research and Innovation into Practice : A Multi-Stakeholder Approach"	"9783031147104; 9783031147104"	"10.1007/978-3-031-14710-4"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/59325/1/978-3-031-14710-4.pdf"	""	"20.500.12657/59325"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2022-11-18T14:19:20Z"	"40"	""	"Blok, Vincent"	""	""	"F"	""
"Consumption, Sustainability and Everyday Life"	"9783031110696; 9783031110696"	"10.1007/978-3-031-11069-6"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/60783/1/978-3-031-11069-6.pdf"	""	"20.500.12657/60783"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-01-20T16:53:22Z"	""	""	"Hansen, Arve"	""	""	"F"	""
"Advancing the Science of Cancer in Latinos : Building Collaboration for Action"	"9783031144363; 9783031144363"	"10.1007/978-3-031-14436-3"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/60165/1/978-3-031-14436-3.pdf"	""	"20.500.12657/60165"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2022-12-13T12:36:58Z"	""	""	"Ramirez, Amelie G."	""	""	"F"	""
"EIB Investment Report 2022/2023 : Resilience and renewal in Europe"	"9789286155062"	"10.2867/307689"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/62336/1/20220211_economic_investment_report_2022_2023_en.pdf"	"European Investment Bank"	"20.500.12657/62336"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"European Investment Bank"	"monograph"	"2023"	"2023-04-12T05:33:40Z"	""	""	""	""	""	"F"	""
"The Future of Radioactive Waste Governance : Lessons from Europe"	"9783658404963; 9783658404963; 9783658404956"	"10.1007/978-3-658-40496-3"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/62421/1/978-3-658-40496-3.pdf"	""	"20.500.12657/62421"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-04-13T14:04:44Z"	""	""	"Arentsen, Maarten"	""	""	"F"	""
"Measurement Across the Sciences : Developing a Shared Concept System for Measurement"	"9783031224485; 9783031224485"	"10.1007/978-3-031-22448-5"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/61879/1/978-3-031-22448-5.pdf"	"Mari, Luca"	"20.500.12657/61879"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-03-17T15:20:57Z"	""	""	""	""	""	"F"	""
"Corporate Capture of Development : Public-Private Partnerships, Women’s Human Rights, and Global Resistance"	"9781350296701; 9781350296695; 9781350296701; 9781350296695"	""	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63690/1/9781350296701_PDF.pdf; https://library.oapen.org/bitstream/20.500.12657/63690/2/9781350296695_EPUB.epub"	""	"20.500.12657/63690"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/; https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Bloomsbury Academic"	"monograph"	"2023"	"2023-06-27T10:10:45Z"	""	""	"Enríquez, Corina Rodríguez"	""	""	"F"	""
"Advances in Automotive Production Technology – Towards Software-Defined Manufacturing and Resilient Supply Chains : Stuttgart Conference on Automotive Production (SCAP2022)"	"9783031279331; 9783031279331; 9783031279324"	"10.1007/978-3-031-27933-1"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63563/1/978-3-031-27933-1.pdf"	""	"20.500.12657/63563"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-06-20T10:26:33Z"	""	""	"Kiefl, Niklas"	""	""	"F"	""
"Socio-Political Risk Management : Assessing and Managing Global Insecurity"	"9783110731217; 9783110731217; 9783110736342; 9783110731422"	"10.1515/9783110731217"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63767/1/9783110731217.pdf"	""	"20.500.12657/63767"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"De Gruyter"	"monograph"	"2023"	"2023-07-04T15:55:49Z"	"Volume IV"	""	"Engemann, Kurt J."	""	""	"F"	""
"The Return of Malthus : Environmentalism and Post-war Population–Resource Crises"	"9781912186730; 9781912186747"	"10.3197/63811987103618.book"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63364/1/external_content.pdf"	""	"20.500.12657/63364"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"The White Horse Press"	"monograph"	"2023"	"2023-06-07T05:45:26Z"	""	""	"Linnér, Björn-Ola"	""	""	"F"	""
"Leadership for Disaster Resilience : Lessons from India"	"9781000790085; 9781000790085; 9780367726430; 9780367774387; 9781003171362"	"10.4324/9781003171362"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/75939/1/9781000790085.pdf"	"Joseph, Jacquleen"	"20.500.12657/75939"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by-nc-nd/4.0"	"Taylor & Francis"	"monograph"	"2023"	"2023-08-31T08:41:46Z"	""	""	""	""	""	"F"	""
"Global Development in the Arctic : International Cooperation for the Future"	"9781000815894; 9781000815894; 9781032158655; 9781032158624; 9781003246015"	"10.4324/9781003246015"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/75953/1/9781000815894.pdf"	""	"20.500.12657/75953"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by-nc-nd/4.0"	"Taylor & Francis"	"monograph"	"2023"	"2023-08-31T08:42:25Z"	""	""	"Mineev, Andrey"	""	""	"F"	""
"The Role of Business in Global Sustainability Transformations"	"9781000732122; 9781000732122; 9780367434823; 9780367434830; 9781003003588"	"10.4324/9781003003588"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/76007/1/9781000732122.pdf"	""	"20.500.12657/76007"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by-nc-nd/4.0"	"Taylor & Francis"	"monograph"	"2023"	"2023-08-31T08:45:21Z"	""	""	"D’Amato, Dalia"	""	""	"F"	""
"Vulnerable Households in the Energy Transition : Energy Poverty, Demographics and Policies"	"9783031356841; 9783031356841; 9783031356834"	"10.1007/978-3-031-35684-1"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/76237/1/978-3-031-35684-1.pdf"	""	"20.500.12657/76237"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-09-13T19:46:32Z"	""	""	"Bardazzi, Rossella"	""	""	"F"	""
"Decentralised Governance : Crafting Effective Democracies Around the World"	"9781909890848; 9781909890848; 9781909890855; 9781909890862; 9781909890879"	"10.31389/lsepress.dlg"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/76432/1/9781909890848.pdf"	""	"20.500.12657/76432"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0"	"LSE Press"	"monograph"	"2023"	"2023-09-26T15:20:20Z"	""	""	"Faguet, Jean-Paul"	""	""	"F"	""
"Swiss Finance : Banking, Finance, and Digitalization"	"9783031231940; 9783031231940; 9783031231933"	"10.1007/978-3-031-23194-0"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/62392/1/978-3-031-23194-0.pdf"	"Meier, Henri B."	"20.500.12657/62392"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-04-13T14:03:40Z"	""	""	""	""	""	"F"	""
"Wastiary : A bestiary of waste"	"9781800085183; 9781800085190; 9781800085206; 9781800085213"	"10.14324/111.9781800085183"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63668/1/9781800085183.pdf"	""	"20.500.12657/63668"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc/4.0/"	"UCL Press"	"monograph"	"2023"	"2023-06-22T15:03:32Z"	""	""	"Hennessy Picard, Michael"	""	""	"F"	""
"Francis Alÿs. The Nature of the Game"	"9789461665416; 9789462703841"	"10.11116/9789461665416"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/76150/1/9789461665416.pdf"	""	"20.500.12657/76150"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Leuven University Press"	"monograph"	"2023"	"2023-09-06T09:27:47Z"	""	""	"Claes, Gerard-Jan"	""	""	"F"	""
"Here for the Hearing : Analyzing the Music in Musical Theater"	"9780472903535; 9780472133314; 9780472039302"	"10.3998/mpub.11969716"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/62518/1/9780472903535.pdf"	""	"20.500.12657/62518"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"University of Michigan Press"	"monograph"	"2023"	"2023-04-20T09:29:27Z"	""	""	"Buchler, Michael"	""	""	"F"	""
"Jamming the Classroom : Musical Improvisation and Pedagogical Practice"	"9780472903757; 9780472076369; 9780472056361"	"10.3998/mpub.12733416"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/76127/1/9780472903757.pdf"	"Heble, Ajay"	"20.500.12657/76127"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc/4.0/"	"University of Michigan Press"	"monograph"	"2023"	"2023-09-04T12:39:08Z"	""	""	""	""	""	"F"	""
"General Average and Risk Management in Medieval and Early Modern Maritime Business"	"9783031041181; 9783031041181"	"10.1007/978-3-031-04118-1"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/60773/1/978-3-031-04118-1.pdf"	""	"20.500.12657/60773"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-01-20T16:52:57Z"	""	""	"Fusaro, Maria"	""	""	"F"	""
"The Barcelona School of Ecological Economics and Political Ecology : A Companion in Honour of Joan Martinez-Alier"	"9783031225666; 9783031225666"	"10.1007/978-3-031-22566-6"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/61887/1/978-3-031-22566-6.pdf"	""	"20.500.12657/61887"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-03-17T15:21:15Z"	"8"	""	"Villamayor-Tomas, Sergio"	""	""	"F"	""
"Financial Report 2022"	"9789286155079"	"10.2867/621016"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63263/1/20220270_eib_financial_report_2022_en.pdf"	"European Investment Bank"	"20.500.12657/63263"	""	"full text"	"Publication licence: All rights reserved"	"European Investment Bank"	"monograph"	"2023"	"2023-06-07T05:32:50Z"	""	""	""	""	""	"F"	""
"Agricultural Development in Asia and Africa : Essays in Honor of Keijiro Otsuka"	"9789811955426; 9789811955426"	"10.1007/978-981-19-5542-6"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/60189/1/978-981-19-5542-6.pdf"	""	"20.500.12657/60189"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2022-12-13T12:40:46Z"	""	""	"Estudillo, Jonna P."	""	""	"F"	""
"New Metropolitan Perspectives : Transition with Resilience for Evolutionary Development"	"9783031342110; 9783031342110; 9783031342103"	"10.1007/978-3-031-34211-0"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63585/1/978-3-031-34211-0.pdf"	""	"20.500.12657/63585"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-06-20T10:29:41Z"	"639"	""	"Bevilacqua, Carmelina"	""	""	"F"	""
"Current Trends in Slavery Studies in Brazil"	"9783111026527; 9783111026527; 9783111026107; 9783111026985"	"10.1515/9783111026527"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63786/1/9783111026527.pdf"	""	"20.500.12657/63786"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"De Gruyter"	"monograph"	"2023"	"2023-07-04T15:56:27Z"	"7"	""	"Conermann, Stephan"	""	""	"F"	""
"Averting Disaster Before It Strikes : How to Make Sure Your Subordinates Warn You While There is Still Time to Act"	"9783031307720; 9783031307720; 9783031307713"	"10.1007/978-3-031-30772-0"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63908/1/978-3-031-30772-0.pdf"	"Chernov, Dmitry"	"20.500.12657/63908"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by-nc-nd/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-07-14T15:40:39Z"	""	""	""	""	""	"F"	""
"Designing Smart and Resilient Cities for a Post-Pandemic World : Metropandemic Revolution"	"9781000636024; 9781000636024; 9781032120027; 9781003222583; 9781032119953"	"10.4324/9781003222583"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/75958/1/9781000636024.pdf"	"Larsson, Anthony"	"20.500.12657/75958"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by-nc-nd/4.0"	"Taylor & Francis"	"monograph"	"2023"	"2023-08-31T08:42:38Z"	""	""	""	""	""	"F"	""
"The Energy Sector and Energy Geopolitics in the MENA Region at a Crossroad : Towards a Great Transformation?"	"9783031307058; 9783031307058; 9783031307041"	"10.1007/978-3-031-30705-8"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/75375/1/978-3-031-30705-8.pdf"	"Hafner, Manfred"	"20.500.12657/75375"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-08-14T15:54:40Z"	""	""	""	""	""	"F"	""
"UN Human Rights Institutions and the Environment : Synergies, Challenges, Trajectories"	"9781000878851; 9781000878851; 9780367653101; 9780367653132; 9781003128847"	"10.4324/9781003128847"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/75933/1/9781000878851.pdf"	"Atapattu, Sumudu"	"20.500.12657/75933"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by-nc-nd/4.0"	"Taylor & Francis"	"monograph"	"2023"	"2023-08-31T08:41:16Z"	""	""	""	""	""	"F"	""
"UN Human Rights Mechanisms and the Environment : Synergies, Challenges, Trajectories"	""	"https://doi.org/10.4324/9781003128847"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/76357/1/external_content.pdf"	"Atapattu, Sumudu"	"20.500.12657/76357"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/legalcode"	"Taylor & Francis"	"monograph"	"2023"	"2023-09-25T05:31:42Z"	""	""	""	""	""	"F"	""
"Routledge Handbook of Global Land and Resource Grabbing"	"9781000902358; 9781003080916; 9780367532024; 9780367532048"	"10.4324/9781003080916"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63243/1/9781000902358.pdf"	""	"20.500.12657/63243"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Taylor & Francis"	"monograph"	"2023"	"2023-06-06T13:31:12Z"	""	""	"Neef, Andreas"	""	""	"F"	""
"Routledge Handbook of Animal Welfare"	"9781000635768; 9781032022086; 9781032325750; 9781032022062; 9781003182351"	"10.4324/9781003182351"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/75922/1/9781000635768.pdf"	""	"20.500.12657/75922"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Taylor & Francis"	"monograph"	"2023"	"2023-08-30T13:28:29Z"	""	""	"Knight, Andrew"	""	""	"F"	""
"Turkish Drama Serials : The Importance and Influence of a Globally Popular Television Phenomenon"	"9781804130445; 9781804130421; 9781804130438"	"10.47788/AGLL1722"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63142/1/9781804130445.pdf"	"Berg, Miriam"	"20.500.12657/63142"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"University of Exeter Press"	"monograph"	"2023"	"2023-05-25T08:18:45Z"	""	""	""	""	""	"F"	""
"Rock This Way : Cultural Constructions of Musical Legitimacy"	"9780472903627; 9780472076284; 9780472056286"	"10.3998/mpub.12405073"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63217/1/9780472903627.pdf"	"Stanfill, Mel"	"20.500.12657/63217"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"University of Michigan Press"	"monograph"	"2023"	"2023-06-06T08:00:52Z"	""	""	""	""	""	"F"	""
"Performing the Eighteenth Century : Theatrical Discourses, Practices, and Artefacts"	"9789176352113; 9789176352106; 9789176352120; 9789176352137"	"10.16993/bce"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63678/1/performing-eighteenth-century-theatre.pdf"	""	"20.500.12657/63678"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc/4.0/"	"Stockholm University Press"	"monograph"	"2023"	"2023-06-26T14:13:14Z"	"11"	""	"Schneider, Magnus Tessing"	""	""	"F"	""
"Grain & Noise - Artists in Synthetic Biology Labs : Constructive Disturbances of Art in Science"	"9783839465165; 9783839465165; 9783837665161"	"10.14361/9783839465165"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/62278/1/9783839465165.pdf"	""	"20.500.12657/62278"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"transcript Verlag"	"monograph"	"2023"	"2023-04-05T11:15:12Z"	"221"	""	"Schmidt, Markus"	""	""	"F"	""
"Visualising Safety, an Exploration : Drawings, Pictures, Images, Videos and Movies"	"9783031337864; 9783031337864; 9783031337857"	"10.1007/978-3-031-33786-4"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/76234/1/978-3-031-33786-4.pdf"	""	"20.500.12657/76234"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-09-13T19:46:20Z"	""	""	"Le Coze, Jean-Christophe"	""	""	"F"	""
"Negotiating Resilience with Hard and Soft City"	"9781000842562; 9781032289434; 9781003299264; 9781032440378"	"10.4324/9781003299264"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/61599/1/9781000842562.pdf"	""	"20.500.12657/61599"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Taylor & Francis"	"monograph"	"2023"	"2023-03-03T10:58:24Z"	""	""	"Singh, Binti"	""	""	"F"	""
"Architecture's Model Environments"	"9781800084087; 9781800084094"	"10.14324/111.9781800084087"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/61176/1/9781800084087.pdf"	"Moffitt, Lisa"	"20.500.12657/61176"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc/4.0/"	"UCL Press"	"monograph"	"2023"	"2023-02-06T13:13:21Z"	""	""	""	""	""	"F"	""
"After the Miners’ Strike : A39 and Cornish Political Theatre versus Thatcher’s Britain: Volume 1"	"9781800649149; 9781800649125; 9781800649132; 9781800649156; 9781800649170; 9781800649187"	"10.11647/OBP.0329"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/76483/1/9781800649149.pdf"	"Farmer, Paul"	"20.500.12657/76483"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc/4.0/"	"Open Book Publishers"	"monograph"	"2023"	"2023-09-28T12:23:52Z"	""	""	""	""	""	"F"	""
"Introduction to Development Engineering : A Framework with Applications from the Field"	"9783030860653; 9783030860653"	"10.1007/978-3-030-86065-3"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/58375/1/978-3-030-86065-3.pdf"	""	"20.500.12657/58375"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2022-09-15T20:13:53Z"	""	""	"Madon, Temina"	""	""	"F"	""
"Corporate Liability for Transboundary Environmental Harm : An International and Transnational Perspective"	"9783031132643; 9783031132643"	"10.1007/978-3-031-13264-3"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/60159/1/978-3-031-13264-3.pdf"	""	"20.500.12657/60159"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2022-12-13T12:36:25Z"	""	""	"Gailhofer, Peter"	""	""	"F"	""
"Process Mining Workshops : ICPM 2022 International Workshops, Bozen-Bolzano, Italy, October 23–28, 2022, Revised Selected Papers"	"9783031278150; 9783031278150; 9783031278143"	"10.1007/978-3-031-27815-0"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/62417/1/978-3-031-27815-0.pdf"	""	"20.500.12657/62417"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-04-13T14:04:39Z"	"468"	""	"Montali, Marco"	""	""	"F"	""
"Mothering Performance : Maternal Action"	"9781003231073; 9781000785128; 9781032138046; 9781032138442"	"10.4324/9781003231073"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/59779/1/9781000785128.pdf"	""	"20.500.12657/59779"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Taylor & Francis"	"monograph"	"2023"	"2022-11-29T12:58:45Z"	""	""	"Šimić, Lena"	""	""	"F"	""
"Listening with a Feminist Ear : Soundwork in Bombay Cinema"	"9780472903665; 9780472132485; 9780472039371"	"10.3998/mpub.11713921"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/64039/1/9780472903665.pdf"	"Sundar, Pavitra"	"20.500.12657/64039"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by/4.0/"	"University of Michigan Press"	"monograph"	"2023"	"2023-07-20T12:31:05Z"	""	""	""	""	""	"F"	""
"Notes on Trumpspace : Politics, Aesthetics, and the Fantasy of Home"	"9781685711016; 9781685711009"	"10.53288/0366.1.00"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/60684/17/0366.1.00.pdf"	"Markus, David"	"20.500.12657/60684"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-sa/4.0/"	"punctum books"	"monograph"	"2023"	"2023-01-18T11:13:26Z"	""	""	""	""	""	"F"	""
"Theatre in Towns"	"9781000848182; 9781032311050; 9781032444352; 9781003308058"	"10.4324/9781003308058"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/60275/1/9781000848182.pdf"	"Nicholson, Helen"	"20.500.12657/60275"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Taylor & Francis"	"monograph"	"2023"	"2022-12-16T13:46:48Z"	""	""	""	""	""	"F"	""
"Watership Down : Perspectives On and Beyond Animated Violence"	"9781501376979; 9781501376986; 9781501376979"	"10.5040/9781501376955"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/61211/1/9781501376979.pdf; https://library.oapen.org/bitstream/20.500.12657/61211/2/9781501376986.epub"	""	"20.500.12657/61211"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/; https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Bloomsbury Academic"	"monograph"	"2023"	"2023-02-09T13:06:17Z"	""	""	"Lester, Catherine"	""	""	"F"	""
"Viewers in Distress : Race, Gender, Religion, and Avant-Garde Performance at the Turn of the Twenty-First Century"	"9780472903702; 9780472076321; 9780472056323"	"10.3998/mpub.11504996"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63218/1/9780472903702.pdf"	"Mihaylova, Stefka G."	"20.500.12657/63218"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"University of Michigan Press"	"monograph"	"2023"	"2023-06-06T08:07:50Z"	""	""	""	""	""	"F"	""
"Urban Design Governance : Soft powers and the European experience"	"9781800084254; 9781800084261; 9781800084278; 9781800084285"	"10.14324/111.9781800084254"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/62580/1/9781800084254.pdf"	"Carmona, Matthew"	"20.500.12657/62580"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc/4.0/"	"UCL Press"	"monograph"	"2023"	"2023-04-26T11:39:18Z"	""	""	""	""	""	"F"	""
"Transforming Vòdún : Musical Change and Postcolonial Healing in Benin's Jazz and Brass Band Music"	"9780472903283; 9780472075966; 9780472055968"	"10.3998/mpub.12221588"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/64041/1/9780472903283.pdf"	"Politz, Sarah"	"20.500.12657/64041"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"University of Michigan Press"	"monograph"	"2023"	"2023-07-20T12:40:40Z"	""	""	""	""	""	"F"	""
"Congo Style : From Belgian Art Nouveau to African Independence"	"9780472903887; 9780472076314; 9780472056316"	"10.3998/mpub.11519375"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/64036/1/9780472903887.pdf"	"Sacks, Ruth"	"20.500.12657/64036"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"University of Michigan Press"	"monograph"	"2023"	"2023-07-20T12:15:54Z"	""	""	""	""	""	"F"	""
"Exploring Past Images in a Digital Age : Reinventing the Archive"	"9789048552559; 9789463723442"	"10.5117/9789463723442"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/64029/1/9789048552559.pdf"	""	"20.500.12657/64029"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Amsterdam University Press"	"monograph"	"2023"	"2023-07-20T10:19:14Z"	""	""	"Erdoğan, Nezih"	""	""	"F"	""
