"publication_title"	"print_identifier"	"online_identifier"	"date_first_issue_online"	"num_first_vol_online"	"num_first_issue_online"	"date_last_issue_online"	"num_last_vol_online"	"num_last_issue_online"	"title_url"	"first_author"	"title_id"	"embargo_info"	"coverage_depth"	"notes"	"publisher_name"	"publication_type"	"date_monograph_published_print"	"date_monograph_published_online"	"monograph_volume"	"monograph_edition"	"first_editor"	"parent_publication_title_id"	"preceding_publication_title_id"	"access_type"	"OCLC_Control_Number"
"The Valediction of Moses : A Proto-Biblical Book"	"9783161606458"	"https://doi.org/10.1628/978-3-16-160645-8"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/52213/1/external_content.pdf"	"Dershowitz, Idan"	"20.500.12657/52213"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/legalcode"	""	"monograph"	"2021"	"2022-01-06T05:31:10Z"	""	""	""	""	""	"F"	""
"When Tibetan Meditation Goes Global : A Study of the Adaptation of Bon Religious Practices in the West"	"9783110758870; 9783110758870; 9783110758221; 9783110758962"	"10.1515/9783110758870"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/59457/1/9783110758870.pdf"	"Arizaga, Mara Lisa"	"20.500.12657/59457"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"De Gruyter"	"monograph"	"2022"	"2022-11-21T16:32:52Z"	"11"	""	""	""	""	"F"	""
"Die Wonderbare Heilige Gees én die Vader van liefde : n Missionêre teologie"	"9781928424758; 9781928424758; 9781928424741"	"10.18820/9781928424758"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/59095/1/9781928424758.pdf"	"Verster, Pieter"	"20.500.12657/59095"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc/4.0/"	"UJ Press"	"monograph"	"2021"	"2022-10-25T10:32:15Z"	""	""	""	""	""	"F"	""
"Churches in the mirror : Developing contemporary ecclesiologies"	"9781928424710; 9781928424710; 9781928424703"	"10.18820/9781928424710"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/59091/1/9781928424710.pdf"	""	"20.500.12657/59091"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc/4.0/"	"UJ Press"	"monograph"	"2020"	"2022-10-25T10:32:09Z"	"Volume 4"	""	"Schoeman, Kobus"	""	""	"F"	""
"Political Chronicles of the African Great Lakes Region 2019 = Chroniques Politiques de L'Afrique des grands Lacs 2019"	"9789057189722"	"10.46944/9789057189722"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/42803/1/political-chronicles-2019.pdf"	""	"20.500.12657/42803"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"ASP editions - Academic and Scientific Publishers"	"monograph"	"2020"	"2020-11-04T12:20:11Z"	""	""	"Reyntjens, Filip"	""	""	"F"	""
"Mongameli Mabona : His Life and Work"	"9789461663610; 9789462702554; 9789461663627"	"10.11116/9789461663610"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/42838/1/9789461663610.pdf"	"Wolff, Ernst"	"20.500.12657/42838"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Leuven University Press"	"monograph"	"2020"	"2020-11-05T09:59:47Z"	""	""	""	""	""	"F"	""
"Sufi Masters and the Creation of Saintly Spheres in Medieval Syria"	"9781641892094; 9781641892087"	"10.17302/MIW-9781641892094"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/47356/1/9781641892094.pdf"	"Ephrat, Daphna"	"20.500.12657/47356"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Arc Humanities Press"	"monograph"	"2021"	"2021-03-16T10:19:33Z"	""	""	""	""	""	"F"	""
"Varslingsklokken : Berte Kanutte Aarflot - bondekone og vekkerrøst"	"9788202673192; 9788202674342; 9788202674359; 9788202674366"	"10.23865/noasp.91"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/42479/1/Varslingsklokken_PDF.pdf"	"Aarflot, Andreas"	"20.500.12657/42479"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by/4.0/"	"Cappelen Damm Akademisk/NOASP (Nordic Open Access Scholarly Publishing)"	"monograph"	"2020"	"2020-10-07T11:14:10Z"	""	""	""	""	""	"F"	""
"Martin Versfeld : A South African Philosopher in Dark Times"	"9789461664143; 9789462702974; 9789461664150"	"10.11116/9789461664143"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/50552/1/9789461664143.pdf"	"Wolff, Ernst"	"20.500.12657/50552"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Leuven University Press"	"monograph"	"2021"	"2021-09-06T10:07:27Z"	""	""	""	""	""	"F"	""
"Augustus Hopkins Strong and the Struggle to Reconcile Christian Theology with Modern Thought"	"9781800102668; 9781800102675; 9781648250224"	"10.38051/9781800102675"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/49487/1/9781800102675.pdf; https://library.oapen.org/bitstream/20.500.12657/49487/2/9781800102675.epub"	"Aloisi, John"	"20.500.12657/49487"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nd/4.0/; https://creativecommons.org/licenses/by-nd/4.0/"	"University of Rochester Press"	"monograph"	"2021"	"2021-06-14T09:22:12Z"	""	""	""	""	""	"F"	""
"New Lives in Anand : Building a Muslim Hub in Western India"	"9780295749655; 9780295749631; 9780295749648"	"10.6069/9780295749655"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/53688/1/9780295749655.pdf; https://library.oapen.org/bitstream/20.500.12657/53688/2/9780295749655.epub"	"Verstappen, Sanderien"	"20.500.12657/53688"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/; https://creativecommons.org/licenses/by-nc-nd/4.0/"	"University of Washington Press"	"monograph"	"2022"	"2022-04-04T10:33:09Z"	""	""	""	""	""	"F"	""
"Ordinary People, Extraordinary Actions : Refuge Through Activism at Ottawa’s St. Joe’s Parish"	"9780776629711; 9780776629704; 9780776629698; 9780776629728"	""	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/55803/1/9780776629711.pdf"	"Morris, Stéfanie"	"20.500.12657/55803"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"University of Ottawa Press"	"monograph"	"2022"	"2022-06-01T10:11:09Z"	""	""	""	""	""	"F"	""
"Love : Ancient Perspectives"	"9788202669652; 9788202726904; 9788202726911; 9788202726928; 9788202726935"	"10.23865/noasp.133"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/50344/1/Love_PDF.pdf"	""	"20.500.12657/50344"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by/4.0/"	"Cappelen Damm Akademisk/NOASP (Nordic Open Access Scholarly Publishing)"	"monograph"	"2021"	"2021-08-12T09:50:58Z"	""	""	"Grødum, Kari"	""	""	"F"	""
"Faith seeking understanding"	"9781776342297; 9781776342273; 9781776342280"	"10.4102/aosis.2022.BK317"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/59442/2/BK317_Web%20PDF.pdf"	"Vorster, J.M."	"20.500.12657/59442"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"AOSIS"	"monograph"	"2022"	"2022-11-21T15:06:06Z"	"9"	""	"Vorster, Nico"	""	""	"F"	""
"Studies in Rabbinic Hebrew"	"9781783746828; 9781783746804; 9781783746811; 9781783746835; 9781783746842; 9781783747689"	"10.11647/OBP.0164"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/39360/1/9781783746828.pdf"	""	"20.500.12657/39360"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by/4.0/"	"Open Book Publishers"	"monograph"	"2020"	"2020-05-25T10:40:44Z"	"2"	""	"Heijmans, Shai"	""	""	"F"	""
"Climate Change, Radical Uncertainty and Hope : Theology and Economics in Conversation"	"9789048558483; 9789048558476"	"10.5117/9789048558476"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/61369/1/9789048558483.pdf"	"Hasselaar, Jan Jorrit"	"20.500.12657/61369"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Amsterdam University Press"	"monograph"	"2023"	"2023-02-17T13:52:05Z"	""	""	""	""	""	"F"	""
"On the Significance of Religion for the SDGs : An Introduction"	"9781000884678; 9781032364933; 9781003332275; 9781032364940"	"10.4324/9781003332275"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/61728/1/9781000884678.pdf"	"Schliesser, Christine"	"20.500.12657/61728"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Taylor & Francis"	"monograph"	"2023"	"2023-03-17T12:44:28Z"	""	""	""	""	""	"F"	""
"The(y)ology : Mythopoetics for Queer/Trans Liberation"	"9781685710873; 9781685710866"	"10.53288/0385.1.00"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63208/1/0385.1.00.pdf"	"Brumberg-Kraus, Max Yeshaye"	"20.500.12657/63208"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-sa/4.0/"	"punctum books"	"monograph"	"2023"	"2023-06-05T12:42:44Z"	""	""	""	""	""	"F"	""
"On the Significance of Religion for Global Diplomacy"	"9781000264098; 9780367514358; 9780367514341; 9781003053842"	"10.4324/9781003053842"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/42730/1/9781000264098.pdf"	"McDonagh, Philip"	"20.500.12657/42730"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Taylor & Francis"	"monograph"	"2021"	"2020-10-29T12:36:31Z"	""	""	""	""	""	"F"	""
"Resilience in a VUCA world : Reflections on teaching, learning and health in turbulent times"	"9781779952387; 9781779952363; 9781779952370"	"10.4102/aosis.2022.BK354"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63052/1/BK354_Web%20Ready.pdf"	"Potgieter, Annette"	"20.500.12657/63052"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"AOSIS"	"monograph"	"2022"	"2023-05-22T14:32:14Z"	"15"	""	"Potgieter, Annette"	""	""	"F"	""
"Karl Barth’s Epistle to the Romans : Retrospect and Prospect"	"9783110752908; 9783110752908; 9783110750522; 9783110752915"	"10.1515/9783110752908"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/57224/1/9783110752908.pdf"	""	"20.500.12657/57224"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"De Gruyter"	"monograph"	"2022"	"2022-07-06T14:26:30Z"	"196"	""	"Chalamet, Christophe"	""	""	"F"	""
"Christus in natura"	"9783110494143; 9783110491852;9783110494709"	"10.1515/9783110494143"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/23241/1/1006913.pdf"	""	"20.500.12657/23241"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by-nc-nd/4.0"	"De Gruyter"	"monograph"	"2020"	"2020-04-01T09:08:47Z"	"11"	""	"Kindschi Garský, Zbyněk"	""	""	"F"	""
"The Legacy of Early fraciscan Thought"	"9783110684827; 9783110684827; 9783110682410; 9783110684889"	"10.1515/9783110684827"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/48426/1/9783110684827.pdf"	""	"20.500.12657/48426"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"De Gruyter"	"monograph"	"2021"	"2021-04-26T14:18:57Z"	"67"	""	"Schumacher, Lydia"	""	""	"F"	""
"Interactions Between Rivals: The Christian Mission and Buddhist Sects in Japan (c.1549-c.1647)"	"9783653062663; 9783653062663; 9783631702543; 9783631702550; 9783631667163"	"10.3726/b18727"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/53915/1/9783653062663.pdf"	""	"20.500.12657/53915"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by/4.0"	"Peter Lang International Academic Publishers"	"monograph"	"2021"	"2022-04-11T07:45:48Z"	"17"	""	"Curvelo, Alexandra"	""	""	"F"	""
"Beyond the Death of God : Religion in 21st Century International Politics"	"9780472902682; 9780472075157; 9780472055159; 9780472129829"	"10.3998/mpub.11866503"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/57202/1/9780472902682.pdf"	""	"20.500.12657/57202"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"University of Michigan Press"	"monograph"	"2022"	"2022-07-06T14:02:38Z"	""	""	"RAUDINO, Simone"	""	""	"F"	""
"Grandes et petites mythologies : I - Monts et abîmes : des dieux et des hommes"	"9782374961330; 9782374961330; 9782374961194"	"10.34929/3rfe-fg36"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/50937/7/9782374961330.pdf"	""	"20.500.12657/50937"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc/4.0/"	"EPURE, Éditions et presses universitaires de Reims"	"monograph"	"2020"	"2021-10-13T13:52:31Z"	""	""	"Ueltschi, Karin"	""	""	"F"	""
"Jews and Muslims in London and Amsterdam : Conflict and Cooperation, 1990-2020"	"9781003331643; 9781000812145; 9781032316956; 9781032363806"	"10.4324/9781003331643"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/59302/1/9781000812145.pdf"	"Vellenga, Sipco J."	"20.500.12657/59302"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Taylor & Francis"	"monograph"	"2023"	"2022-11-18T13:49:28Z"	""	""	""	""	""	"F"	""
"Law Beyond Israel : From the Bible to the Qur'an"	"9780199675579"	"10.1093/oso/9780199675579.001.0001"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/60763/1/9780199675579.pdf"	"Zellentin, Holger M."	"20.500.12657/60763"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Oxford University Press"	"monograph"	"2022"	"2023-01-20T11:47:28Z"	""	""	""	""	""	"F"	""
"Ester – eine Gewaltgeschichte : Die Gewaltdarstellungen in der hebräischen und griechischen Esterüberlieferung"	"9783110792263; 9783110792263; 9783110792232; 9783110792355"	"10.1515/9783110792263"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/61022/1/9783110792263.pdf"	"Bezold, Helge"	"20.500.12657/61022"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"De Gruyter"	"monograph"	"2022"	"2023-01-30T17:06:29Z"	"545"	""	""	""	""	"F"	""
"Subaltern Sovereigns : Rituals of Rule and Regeneration in Highland Odisha, India"	"9783110458831; 9783110458831; 9783110458077; 9783110458725"	"10.1515/9783110458831"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63766/1/9783110458831.pdf"	"Berger, Peter"	"20.500.12657/63766"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nd/4.0/"	"De Gruyter"	"monograph"	"2023"	"2023-07-04T15:55:47Z"	"66"	""	""	""	""	"F"	""
"Buddhism and International Humanitarian Law"	"9781003803300; 9781003439820; 9781032575490; 9781032575506"	"10.4324/9781003439820"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/75921/1/9781003803300.pdf"	""	"20.500.12657/75921"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Taylor & Francis"	"monograph"	"2024"	"2023-08-30T13:16:52Z"	""	""	"Bartles-Smith, Andrew"	""	""	"F"	""
"Migrant Conversions : Transforming Connections between Peru and South Korea"	"9780520974579; 9780520341173; 9780520974579; 9780520974579"	"10.1525/luminos.86"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/37228/1/migrant-conversions.pdf"	"Vogel, Erica"	"20.500.12657/37228"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by-nc-nd/4.0/"	"University of California Press"	"monograph"	"2020"	"2020-04-15T14:37:39Z"	""	""	""	""	""	"F"	""
"New Approaches to the Study of Esotericism"	"9789004446458; 9789004446458; 9789004446441"	"10.1163/9789004446458"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/48320/1/9789004446458.pdf"	""	"20.500.12657/48320"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Brill"	"monograph"	"2020"	"2021-04-22T15:02:19Z"	"17"	""	"Asprem, Egil"	""	""	"F"	""
"Missionary Men in the Early Modern World : German Jesuits and Pacific Journeys"	"9789048537525"	"10.5117/9789462986305"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/42707/1/9789048537525.pdf"	"Strasser, Ulrike"	"20.500.12657/42707"	""	"full text"	"Publication licence: All rights reserved"	"Amsterdam University Press"	"monograph"	"2020"	"2020-10-26T08:43:05Z"	""	""	""	""	""	"F"	""
"We cannot continue like this : Facing modernity in Africa and Europe"	"9781776342082; 9781776342068; 9781776342075"	"10.4102/aosis.2021.BK283"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/54357/1/283-Book%20Manuscript-5538-1-10-20220222.pdf"	"van Niekerk, Attie"	"20.500.12657/54357"	""	"full text"	"Publication licence: All rights reserved"	"AOSIS"	"monograph"	"2021"	"2022-05-12T09:31:04Z"	""	""	"van Niekerk, Attie"	""	""	"F"	""
"A Touch of Doubt : On Haptic Scepticism"	"9783110627176; 9783110627176; 9783110623956; 9783110624335"	"10.1515/9783110627176"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/48393/1/9783110627176.pdf"	""	"20.500.12657/48393"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"De Gruyter"	"monograph"	"2021"	"2021-04-26T14:18:06Z"	"9"	""	"Aumiller, Rachel"	""	""	"F"	""
"A Victorian Curate : A Study of the Life and Career of the Rev. Dr John Hunt"	"9781800641549; 9781800641525; 9781800641532; 9781800641556; 9781800641563; 9781800641570"	"10.11647/OBP.0248"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/48544/1/9781800641549.pdf"	"Yeandle, David"	"20.500.12657/48544"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by/4.0/"	"Open Book Publishers"	"monograph"	"2021"	"2021-05-12T07:44:44Z"	""	""	""	""	""	"F"	""
"Living in Refuge: Ritualization and Religiosity in a Christian and a Muslim Palestinian Refugee Camp in Lebanon"	"978-3-8376-6074-6; 9783839460740"	"10.14361/9783839460740"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/53424/1/PUB_793_Schiocchet_Living_in_Refuge.pdf"	"Schiocchet, Leonardo"	"20.500.12657/53424"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	""	"monograph"	"2022-03"	"2022-03-18T04:01:02Z"	""	""	""	""	""	"F"	""
"Mother Earth, Mother Africa and Theology"	"9781776341726; 9781776341702; 9781776341719"	"10.4102/aosis.2021.BK237"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/53922/1/9781776341726.pdf"	"Dreyer, Yolanda"	"20.500.12657/53922"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-sa/4.0/"	"AOSIS"	"monograph"	"2021"	"2022-04-11T09:50:52Z"	"10"	""	"Chisale, Sinenhlanhla Sithulisiwe"	""	""	"F"	""
"Toista ajatellen : Historiallisia ja kulttuurisia näkökulmia toiseuden kohtaamiseen"	"9789518584523; 9789518584509; 9789518584516"	"10.21435/tl.272"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/57876/1/toista-ajatellen.pdf"	"Kivistö, Sari"	"20.500.12657/57876"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Finnish Literature Society / SKS"	"monograph"	"2022"	"2022-08-16T09:23:23Z"	"8"	""	""	""	""	"F"	""
"The Transcendent Character of the Good : Philosophical and Theological Perspectives"	"9781003305323; 9781032304885; 9781032304892; 9781000646245"	"10.4324/9781003305323"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/57843/1/9781000646245.pdf"	""	"20.500.12657/57843"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Taylor & Francis"	"monograph"	"2023"	"2022-08-08T09:53:37Z"	""	""	"Schaafsma, Petruschka"	""	""	"F"	""
"Spiritual Ends : Religion and the Heart of Dying in Japan"	"9780520388673; 9780520388666"	"10.1525/luminos.136"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/60475/1/spiritual-ends.pdf"	"Benedict, Timothy O."	"20.500.12657/60475"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"University of California Press"	"monograph"	"2023"	"2023-01-03T12:31:15Z"	""	""	""	""	""	"F"	""
"Poetic Images, Presence, and the Theater of Kenotic Rituals"	"9781000453324; 9780367757717; 9780367757694; 9781003163930"	"10.4324/9781003163930"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/60894/1/9781000453324.pdf"	"SEPSI, Enikő"	"20.500.12657/60894"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Taylor & Francis"	"monograph"	"2022"	"2023-01-26T13:20:55Z"	""	""	""	""	""	"F"	""
"Afrikaners and the Boundaries of Faith in Post-Apartheid South Africa"	"9781000441635; 9781032028699; 9781003185574; 9781032028682"	"10.4324/9781003185574"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/60895/1/9781000441635.pdf"	"Björnsdotter Teppo, Annika"	"20.500.12657/60895"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Taylor & Francis"	"monograph"	"2022"	"2023-01-26T13:26:04Z"	""	""	""	""	""	"F"	""
"Verdier i konflikt : Etikk i et mangfoldig samfunn"	"9788202640545"	"10.23865/noasp.95"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/37590/1/Verdier_PDF.pdf"	""	"20.500.12657/37590"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by/4.0/"	"Cappelen Damm Akademisk/NOASP (Nordic Open Access Scholarly Publishing)"	"monograph"	"2020"	"2020-05-06T09:49:10Z"	""	""	"Lysaker, Odin"	""	""	"F"	""
"En villkorad gemenskap : Hbtq, sexualitet och kristen frikyrklighet"	"9789170614279; 9789170614279"	"10.22188/kriterium.43"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/62299/1/en-villkorad-gemenskap.pdf"	"carlström, charlotta"	"20.500.12657/62299"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Kriterium"	"monograph"	"2023"	"2023-04-07T09:56:28Z"	""	""	""	""	""	"F"	""
"Islamophobia as a Form of Radicalisation : Perspectives on Media, Academia and Socio-political Scapes from Europe and Canada"	"9789461665096; 9789462703698; 9789461665102; 9789462701588"	"10.11116/9789461665096"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/61571/1/9789461665096.pdf"	""	"20.500.12657/61571"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Leuven University Press"	"monograph"	"2023"	"2023-02-27T15:40:03Z"	""	""	"d’Haenens, Leen"	""	""	"F"	""
"Christian Orthodox Migrants in Western Europe : Secularization and Modernity through the Lens of the Gift Paradigm"	"9781000737783; 9781032267005; 9781032266954; 9781003289548"	"10.4324/b22874"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/61358/1/9781000737783.pdf"	"Hämmerli, Maria"	"20.500.12657/61358"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Taylor & Francis"	"monograph"	"2023"	"2023-02-15T15:19:07Z"	""	""	""	""	""	"F"	""
"Leven als zoekpartij : Intergenerationele zingeving en spiritualiteit"	"9789493296046"	"10.54195/PYLQ1666"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/62462/1/leven-als-zoekpartij.pdf"	""	"20.500.12657/62462"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Radboud University Press"	"monograph"	"2023"	"2023-04-17T13:10:16Z"	""	""	"Smeets, Wim"	""	""	"F"	""
"Women Religious Crossing between Cloister and the World : Nunneries in Europe and the Americas, ca. 1200–1700"	"9781641892995; 9781641892988"	"10.17302/SMEW-9781641892995"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/53764/1/9781641892995.pdf"	""	"20.500.12657/53764"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Arc Humanities Press"	"monograph"	"2022"	"2022-04-05T13:37:29Z"	""	""	"Pérez Vidal, Mercedes"	""	""	"F"	""
"Transforming Vòdún : Musical Change and Postcolonial Healing in Benin's Jazz and Brass Band Music"	"9780472903283; 9780472075966; 9780472055968"	"10.3998/mpub.12221588"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/64041/1/9780472903283.pdf"	"Politz, Sarah"	"20.500.12657/64041"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"University of Michigan Press"	"monograph"	"2023"	"2023-07-20T12:40:40Z"	""	""	""	""	""	"F"	""
"Populating the Future : Families and Reproduction in Speculative Fiction"	"9789189593077; 9789189593060; 9789189593084; 9789189593091"	"10.59682/kriterium.52"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/64058/1/populating-the-future.pdf"	""	"20.500.12657/64058"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc/4.0/"	"Kriterium"	"monograph"	"2023"	"2023-07-24T09:10:43Z"	""	""	"Farstad, Britt"	""	""	"F"	""
"Landscapes of Liberation : Mission and Development in Peru’s Southern Highlands, 1958 – 1988"	"9789461665171; 9789461665188; 9789462703742"	"10.11116/9789461665171"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/64028/1/9789461665171.pdf"	"Oehri, Noah"	"20.500.12657/64028"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Leuven University Press"	"monograph"	"2023"	"2023-07-20T09:37:23Z"	"2"	""	""	""	""	"F"	""
"Linguistic Theory and the Biblical Text"	"9781805111108; 9781805111085; 9781805111092"	"10.11647/OBP.0358"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/76484/1/9781805111108.pdf"	""	"20.500.12657/76484"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc/4.0/"	"Open Book Publishers"	"monograph"	"2023"	"2023-09-28T12:32:16Z"	"20"	""	"Ross, William A."	""	""	"F"	""
"New Perspectives in Theology of Judaism"	"9781644696736"	""	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/47828/1/external_content.pdf"	""	"20.500.12657/47828"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Academic Studies Press"	"monograph"	"2021"	"2021-04-13T03:30:56Z"	""	""	"Spero, Shubert"	""	""	"F"	""
"Historical and Multidisciplinary Perspectives on Hope"	"9783030464899"	"10.1007/978-3-030-46489-9"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/41283/1/2020_Book_HistoricalAndMultidisciplinary.pdf"	""	"20.500.12657/41283"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2020"	"2020-08-13T11:53:45Z"	""	""	"van den Heuvel, Steven C."	""	""	"F"	""
